Severity,Start_Time,End_Time,Distance(mi),City,County,State,Timezone,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
3,2016-02-15 07:46:58,2016-02-15 08:16:58,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-15 07:52:29,2016-02-15 08:22:29,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-15 08:00:58,2016-02-15 08:30:58,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
2,2016-02-15 08:11:33,2016-02-15 08:41:33,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-15 08:10:15,2016-02-15 08:40:15,0.01,Westerville,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-15 08:15:01,2016-02-15 09:04:00,0.0,Akron,Summit,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-15 08:31:47,2016-02-15 09:01:47,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-15 08:39:04,2016-02-15 09:09:04,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-15 11:31:02,2016-02-15 12:01:02,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-15 12:30:47,2016-02-15 13:15:47,0.01,Pataskala,Licking,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-15 12:34:50,2016-02-15 13:19:50,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-15 12:53:44,2016-02-15 13:23:44,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1,2016-02-15 17:22:10,2016-02-15 18:07:10,0.0,North Olmsted,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-15 18:27:18,2016-02-15 19:12:18,0.01,Groveport,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
3,2016-02-15 19:37:18,2016-02-15 20:22:18,0.01,Orient,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
2,2016-02-15 21:09:25,2016-02-15 21:39:25,0.0,Tiro,Crawford,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-16 04:05:51,2016-02-16 04:35:51,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-16 04:32:29,2016-02-16 05:02:29,0.01,Akron,Summit,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-16 05:22:24,2016-02-16 05:52:24,0.01,Orient,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-16 05:37:52,2016-02-16 06:07:52,0.0,Canal Winchester,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-16 06:05:20,2016-02-16 06:50:20,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
3,2016-02-16 06:17:32,2016-02-16 06:47:32,0.01,Dublin,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
2,2016-02-16 06:32:55,2016-02-16 07:02:55,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
2,2016-02-16 06:29:15,2016-02-16 06:59:15,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2,2016-02-16 06:39:15,2016-02-16 07:09:15,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
3,2016-02-16 06:34:11,2016-02-16 07:04:11,1.65,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
3,2016-02-16 06:47:00,2016-02-16 07:17:00,0.01,Strongsville,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2,2016-02-16 06:50:07,2016-02-16 07:20:07,0.01,Beavercreek,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2,2016-02-16 06:50:44,2016-02-16 07:20:44,0.01,Groveport,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
3,2016-02-16 07:02:31,2016-02-16 07:32:31,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
2,2016-02-16 07:10:35,2016-02-16 07:40:35,0.01,Circleville,Pickaway,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
2,2016-02-16 07:12:17,2016-02-16 07:42:17,0.01,Grove City,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
2,2016-02-16 07:29:07,2016-02-16 07:59:07,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3,2016-02-16 07:52:41,2016-02-16 08:22:41,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-16 07:55:23,2016-02-16 08:25:23,0.01,Mansfield,Richland,OH,US/Eastern,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
3,2016-02-16 07:56:09,2016-02-16 08:26:09,0.01,Akron,Summit,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-16 07:58:47,2016-02-16 08:28:47,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-16 08:13:51,2016-02-16 08:43:51,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
2,2016-02-16 08:20:32,2016-02-16 08:50:32,1.65,Peebles,Adams,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-16 08:26:30,2016-02-16 08:56:30,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-16 08:36:20,2016-02-16 09:06:20,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3,2016-02-16 08:42:17,2016-02-16 09:12:17,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-16 08:41:46,2016-02-16 09:11:46,0.01,Canal Winchester,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-16 08:57:31,2016-02-16 09:27:31,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-16 10:03:00,2016-02-16 13:00:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-16 10:58:52,2016-02-16 11:28:52,0.0,Dayton,Greene,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-16 11:12:18,2016-02-16 11:42:18,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-16 11:11:35,2016-02-16 11:41:35,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-16 11:10:17,2016-02-16 11:40:17,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-16 11:11:03,2016-02-16 11:41:03,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-16 11:32:10,2016-02-16 12:02:10,0.01,Dublin,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-16 13:46:09,2016-02-16 14:16:09,0.01,Hurricane,Putnam,WV,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-16 14:02:11,2016-02-16 14:47:11,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3,2016-02-16 16:47:00,2016-02-16 21:00:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 05:31:16,2016-02-17 06:01:16,0.01,Xenia,Greene,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
2,2016-02-17 05:45:55,2016-02-17 06:15:55,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-17 06:27:01,2016-02-17 06:57:01,0.01,Columbus,Franklin,OH,US/Eastern,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
2,2016-02-17 06:32:23,2016-02-17 07:02:23,0.01,Bethel,Clermont,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2,2016-02-17 06:44:13,2016-02-17 07:14:13,0.01,Akron,Summit,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
3,2016-02-17 07:10:58,2016-02-17 07:40:58,0.01,Elyria,Lorain,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3,2016-02-17 07:14:08,2016-02-17 07:44:08,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3,2016-02-17 07:22:56,2016-02-17 07:52:56,0.01,Akron,Summit,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 07:29:02,2016-02-17 07:59:02,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-17 07:30:19,2016-02-17 08:00:19,0.01,Pickerington,Fairfield,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 07:40:55,2016-02-17 08:10:55,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-17 07:39:25,2016-02-17 08:09:25,1.73,Bethel,Clermont,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 07:43:28,2016-02-17 08:13:28,0.01,Westerville,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-17 07:52:09,2016-02-17 08:22:09,0.01,Barberton,Summit,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 08:02:55,2016-02-17 08:32:55,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 08:04:44,2016-02-17 08:34:44,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-17 07:49:00,2016-02-17 21:00:00,0.01,Barberton,Summit,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 08:17:11,2016-02-17 08:47:11,0.0,Burbank,Wayne,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-17 08:28:56,2016-02-17 08:58:56,0.01,Independence,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 08:33:39,2016-02-17 09:03:39,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-17 08:59:18,2016-02-17 09:29:18,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 10:00:29,2016-02-17 10:30:29,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-17 10:19:04,2016-02-17 10:49:05,0.01,Zanesville,Muskingum,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 10:32:29,2016-02-17 11:02:29,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 10:22:00,2016-02-17 21:00:00,0.01,North Baltimore,Wood,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 12:57:34,2016-02-17 13:27:34,0.01,Miamisburg,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-17 13:25:09,2016-02-17 14:10:09,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-17 17:17:12,2016-02-17 18:02:12,0.0,Columbus,Franklin,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-18 04:25:02,2016-02-18 04:55:02,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-18 05:46:52,2016-02-18 06:16:52,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
2,2016-02-18 06:27:59,2016-02-18 06:57:59,0.01,Cleveland,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
3,2016-02-18 07:00:26,2016-02-18 07:30:26,0.01,Pickerington,Fairfield,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3,2016-02-18 07:47:17,2016-02-18 08:17:17,0.01,Akron,Summit,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 07:51:15,2016-02-18 08:21:15,0.01,Mount Sterling,Madison,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 07:49:43,2016-02-18 08:19:43,0.01,Cleveland,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 07:55:22,2016-02-18 08:25:22,0.01,Cleveland,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 07:50:11,2016-02-18 08:20:11,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-18 08:01:09,2016-02-18 08:31:09,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 08:00:26,2016-02-18 08:30:26,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-18 08:15:01,2016-02-18 08:45:01,0.01,Miamisburg,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-18 08:12:56,2016-02-18 08:42:56,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-18 08:15:59,2016-02-18 08:45:59,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 08:20:00,2016-02-18 08:50:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 08:22:38,2016-02-18 08:52:38,0.01,Cleveland,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-18 08:29:38,2016-02-18 08:59:38,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-18 08:37:28,2016-02-18 09:07:28,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3,2016-02-18 08:39:27,2016-02-18 09:09:27,0.01,Cleveland,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-18 08:48:51,2016-02-18 09:18:51,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-18 08:51:29,2016-02-18 09:21:29,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 09:00:07,2016-02-18 09:30:07,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-18 09:03:24,2016-02-18 09:48:24,0.01,Cleveland,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3,2016-02-18 09:25:10,2016-02-18 09:55:10,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 09:22:26,2016-02-18 09:52:26,0.01,Cleveland,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 09:26:39,2016-02-18 09:56:39,0.01,Cleveland,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 09:26:00,2016-02-18 09:56:00,0.01,Independence,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-18 09:45:05,2016-02-18 10:15:05,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 10:15:59,2016-02-18 10:45:59,0.01,Mount Sterling,Madison,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 11:27:16,2016-02-18 11:57:16,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-18 13:44:49,2016-02-18 14:14:49,0.0,Beavercreek,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-18 15:31:55,2016-02-18 16:16:55,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-18 15:46:33,2016-02-18 16:31:33,0.01,Dayton,Montgomery,OH,US/Eastern,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-18 15:46:10,2016-02-18 16:31:10,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 16:40:55,2016-02-18 17:10:55,0.01,Tipp City,Miami,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-18 16:43:30,2016-02-18 17:13:30,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-18 17:16:50,2016-02-18 17:46:50,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-18 17:24:32,2016-02-18 18:09:32,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 04:22:53,2016-02-19 04:52:53,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
2,2016-02-19 04:23:43,2016-02-19 04:53:43,0.01,Moraine,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-19 05:00:42,2016-02-19 05:30:42,0.01,Columbus,Franklin,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-19 05:24:23,2016-02-19 05:54:23,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-19 06:08:10,2016-02-19 06:53:10,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
2,2016-02-19 06:33:33,2016-02-19 07:03:33,0.01,Batavia,Clermont,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
2,2016-02-19 06:36:02,2016-02-19 07:06:02,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2,2016-02-19 07:06:51,2016-02-19 07:36:51,0.0,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Day,Day,Day
2,2016-02-19 07:23:09,2016-02-19 07:53:09,0.01,Johnstown,Licking,OH,US/Eastern,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 07:39:56,2016-02-19 08:09:56,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-19 07:38:00,2016-02-19 08:08:00,0.01,Hilliard,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-19 07:51:29,2016-02-19 08:21:29,0.01,Hilliard,Franklin,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3,2016-02-19 07:52:38,2016-02-19 08:22:38,0.01,Dayton,Greene,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 08:05:52,2016-02-19 08:35:52,0.0,Bowling Green,Wood,OH,US/Eastern,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
3,2016-02-19 08:18:42,2016-02-19 08:48:42,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 08:28:12,2016-02-19 08:58:12,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 08:32:47,2016-02-19 09:02:47,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 08:58:38,2016-02-19 09:28:38,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 10:24:05,2016-02-19 10:54:05,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 11:23:40,2016-02-19 11:53:40,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 11:45:16,2016-02-19 12:15:16,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 11:37:32,2016-02-19 12:07:32,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 11:29:02,2016-02-19 12:14:14,0.01,Dayton,Montgomery,OH,US/Eastern,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-19 11:38:14,2016-02-19 12:08:14,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3,2016-02-19 11:27:47,2016-02-19 12:14:05,0.01,Galena,Delaware,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 15:12:04,2016-02-19 15:42:04,0.01,Dublin,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 15:15:38,2016-02-19 15:45:38,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-19 15:30:32,2016-02-19 16:15:32,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-19 16:16:51,2016-02-19 17:01:51,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3,2016-02-19 17:41:00,2016-02-19 21:00:00,1.28,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-22 05:20:31,2016-02-22 05:50:31,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-22 06:11:53,2016-02-22 06:41:53,0.0,Bowling Green,Wood,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
